Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1360-0494,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",921,N/A,N/A,0.71,28.57%
Granular Computing,GRANULAR COMPUT,2364-4966,2364-4974,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,212",N/A,N/A,1.49,5.67%
Visual Informatics,VIS INFORM,2468-502X,2468-502X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",360,N/A,N/A,0.76,100%
Engineering Reports,ENG REP,N/A,2577-8196,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",584,N/A,N/A,0.34,96.43%
MACHINE TRANSLATION,MACH TRANSL,0922-6567,1573-0573,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",220,N/A,N/A,0.32,28.85%
Security and Privacy,SECUR PRIVACY,2475-6725,2475-6725,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",245,N/A,N/A,0.45,7.81%
ACM SIGecom Exchanges,ACM SIGECOM EXCH,1551-9031,1551-9031,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",111,N/A,N/A,0.06,0%
Frontiers in Big Data,FRONT BIG DATA,N/A,2624-909X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",352,N/A,N/A,0.51,99.03%
Argument & Computation,ARGUM COMPUT,1946-2166,1946-2174,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",276,N/A,N/A,0.37,51.43%
Computacion y Sistemas,COMPUT SIST,1405-5546,2007-9737,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",352,N/A,N/A,0.1,0%
Kunstliche Intelligenz,KUNSTL INTELL,0933-1875,1610-1987,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",544,N/A,N/A,0.3,33.90%
Frontiers in Blockchain,FRONT BLOCKCHAIN,2624-7852,2624-7852,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",232,N/A,N/A,0.46,98.45%
Applied Computing Review,APPL COMPUT REV,1559-6915,N/A,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",89,N/A,N/A,0.14,0%
Intelligenza Artificiale,INTELL ARTIF,1724-8035,2211-0097,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",80,N/A,N/A,0.12,2.86%
Advances in Fuzzy Systems,ADV FUZZY SYST,1687-7101,1687-711X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",392,N/A,N/A,0.56,98.11%
Applied System Innovation,APPL SYST INNOV,N/A,2571-5577,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",398,N/A,N/A,0.42,96.79%
Evolutionary Intelligence,EVOL INTELL,1864-5909,1864-5917,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,031",N/A,N/A,0.39,1.09%
IT-Information Technology,IT-INF TECHNOL,1611-2776,2196-7032,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",217,N/A,N/A,0.23,8.97%
Parallel Processing Letters,PARALLEL PROCESS LET,0129-6264,1793-642X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",222,N/A,N/A,0.09,1.64%
Data Science and Engineering,DATA SCI ENG,2364-1185,2364-1541,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",419,N/A,N/A,0.92,98.80%
Information Security Journal,INF SECUR J,1939-3555,1939-3547,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",403,N/A,N/A,0.43,1.82%
Journal of Computer Security,J COMPUT SECUR,0926-227X,1875-8924,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",670,N/A,N/A,0.21,1.64%
Quantum Machine Intelligence,QUANT MACH INTELL,2524-4906,2524-4914,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",147,N/A,N/A,0.83,43.64%
Frontiers in Computer Science,FRONT COMP SCI-SWITZ,N/A,2624-9898,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",190,N/A,N/A,0.37,98.81%
JOURNAL OF HIGH SPEED NETWORKS,J HIGH SPEED NETW,0926-6801,1875-8940,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",94,N/A,N/A,0.15,0%
Journal of Intelligent Systems,J INTELL SYST,0334-1860,2191-026X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",644,N/A,N/A,0.38,55.42%
Big Data and Cognitive Computing,BIG DATA COGN COMPUT,N/A,2504-2289,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",447,N/A,N/A,0.63,95.29%
Evolutionary Behavioral Sciences,EVOL BEHAV SCI,2330-2925,2330-2933,BEHAVIORAL SCIENCES - ESCI,375,N/A,N/A,0.52,0.85%
Information and Computer Security,INF COMPUT SECUR,2056-4961,2056-4961,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",420,N/A,N/A,0.4,4.69%
Review of Socionetwork Strategies,REV SOCIONETWORK STR,2523-3173,1867-3236,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",59,N/A,N/A,0.19,26.67%
Social Network Analysis and Mining,SOC NETW ANAL MIN,1869-5450,1869-5469,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI","1,464",N/A,N/A,0.65,9.59%
INFORMATION-WISSENSCHAFT UND PRAXIS,INFORM-WISS PRAX,1434-4653,1619-4292,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",21,N/A,N/A,0.03,3.70%
International Journal of Biometrics,INT J BIOMETRICS,1755-8301,1755-831X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",111,N/A,N/A,0.1,0%
Progress in Artificial Intelligence,PROG ARTIF INTELL,2192-6352,2192-6360,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",837,N/A,N/A,0.34,10.91%
Vietnam Journal of Computer Science,VIETNAM J COMPUT SCI,2196-8888,2196-8896,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",136,N/A,N/A,0.14,100%
Frontiers in Artificial Intelligence,FRONT ARTIF INTELL,N/A,2624-8212,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",483,N/A,N/A,0.55,98.73%
International Journal of Cartography,INT J CARTOGRAPHY,2372-9333,2372-9341,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",98,N/A,N/A,0.37,16.87%
Advances in Human-Computer Interaction,ADV HUM-COMPUT INTER,1687-5893,1687-5907,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",369,N/A,N/A,0.38,97.56%
African Journal of Information Systems,AFR J INF SYST,1936-0282,1936-0282,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",91,N/A,N/A,0.13,0%
PATTERN RECOGNITION AND IMAGE ANALYSIS,PATTERN RECOGN IMAGE,1054-6618,1555-6212,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",173,N/A,N/A,0.17,0%
EURASIP Journal on Information Security,EURASIP J INF SECUR,2510-523X,2510-523X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",507,N/A,N/A,0.75,100%
Multimodal Technologies and Interaction,MULTIMODAL TECHNOLOG,N/A,2414-4088,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",442,N/A,N/A,0.35,95.87%
ACM Transactions on Accessible Computing,ACM T ACCESS COMPUT,1936-7228,1936-7236,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI",318,N/A,N/A,0.43,0%
Comparative Cognition & Behavior Reviews,COMP COGN BEHAV REV,1911-4745,1911-4745,BEHAVIORAL SCIENCES - ESCI,202,N/A,N/A,0.71,100%
Cybernetics and Information Technologies,CYBERN INF TECHNOL,1311-9702,1314-4081,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",536,N/A,N/A,0.3,100%
International Journal of e-Collaboration,INT J E-COLLAB,1548-3673,1548-3681,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",876,N/A,N/A,0.38,0%
Journal of Computer Science & Technology,J COMPUT SCI TECHNOL,1666-6046,1666-6038,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",120,N/A,N/A,0.07,66.67%
Journal of ICT Research and Applications,J ICT RES APPL,2337-5787,2338-5499,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI",85,N/A,N/A,0.13,96.30%
,,,,,,,,,
Copyright (c) 2022 Clarivate ,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,
