Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold
IEEE Communications Surveys and Tutorials,IEEE COMMUN SURV TUT,N/A,1553-877X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","26,129",33.84,Q1,8.27,8.53%
Nature Machine Intelligence,NAT MACH INTELL,N/A,2522-5839,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,060",25.898,Q1,3.92,3.77%
TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,1364-6613,1879-307X,BEHAVIORAL SCIENCES - SCIE,"36,688",24.482,Q1,2.23,20.28%
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,0162-8828,1939-3539,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","73,149",24.314,Q1,4.45,4.14%
BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,0140-525X,1469-1825,BEHAVIORAL SCIENCES - SCIE,"12,872",21.357,Q1,3.36,0%
IEEE Transactions on Cybernetics,IEEE T CYBERNETICS,2168-2267,2168-2275,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","38,676",19.118,Q1,3.25,1.63%
Information Fusion,INFORM FUSION,1566-2535,1872-6305,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","13,268",17.564,Q1,4.29,6.81%
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,1941-0026,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","20,841",16.497,Q1,3.53,2.09%
JOURNAL OF STRATEGIC INFORMATION SYSTEMS,J STRATEGIC INF SYST,0963-8687,1873-1198,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,271",14.682,Q1,2.58,17.74%
IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,2162-237X,2162-2388,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","49,190",14.255,Q1,3.1,2.02%
ARTIFICIAL INTELLIGENCE,ARTIF INTELL,0004-3702,1872-7921,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","14,899",14.05,Q1,0.78,14.24%
IEEE Transactions on Affective Computing,IEEE T AFFECT COMPUT,1949-3045,1949-3045,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,522",13.99,Q1,1.77,1.64%
MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,1361-8415,1361-8423,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","16,080",13.828,Q1,2.48,18.96%
INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,0920-5691,1573-1405,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","23,067",13.369,Q1,2.61,21.04%
Foundations and Trends in Information Retrieval,FOUND TRENDS INF RET,1554-0669,1554-0677,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",589,13.286,Q1,3.65,0%
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,1558-0687,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","9,679",12.777,Q1,3.3,0%
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,1063-6706,1941-0034,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","25,583",12.253,Q1,2.93,1%
Journal of Industrial Information Integration,J IND INF INTEGR,2467-964X,2452-414X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,826",11.718,Q1,1.85,6.84%
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,1551-3203,1941-0050,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","37,957",11.648,Q1,2.5,2.25%
COMPUTERS IN INDUSTRY,COMPUT IND,0166-3615,1872-6194,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,928",11.245,Q1,1.83,10.20%
COMPUTERS & EDUCATION,COMPUT EDUC,0360-1315,1873-782X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","25,968",11.182,Q1,3.75,11.44%
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,1057-7149,1941-0042,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","67,579",11.041,Q1,2.16,3.55%
IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,0278-0062,1558-254X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","32,367",11.037,Q1,2.54,5.04%
IEEE Transactions on Services Computing,IEEE T SERV COMPUT,1939-1374,1939-1374,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,592",11.019,Q1,3.09,0.64%
ACM Transactions on Intelligent Systems and Technology,ACM T INTEL SYST TEC,2157-6904,2157-6912,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,126",10.489,Q1,1.55,0%
INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,0378-7206,1872-7530,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","13,322",10.328,Q1,2.48,6.90%
IEEE NETWORK,IEEE NETWORK,0890-8044,1558-156X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,874",10.294,Q1,2.86,0%
Swarm and Evolutionary Computation,SWARM EVOL COMPUT,2210-6502,2210-6510,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7,569",10.267,Q1,2.16,2.45%
IEEE Internet of Things Journal,IEEE INTERNET THINGS,2327-4662,2327-4662,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","34,730",10.238,Q1,2.75,3.06%
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOT CIM-INT MANUF,0736-5845,1879-2537,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8,769",10.103,Q1,2,5.57%
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,COMPUT-AIDED CIV INF,1093-9687,1467-8667,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6,723",10.066,Q1,2.24,11.69%
IEEE Computational Intelligence Magazine,IEEE COMPUT INTELL M,1556-603X,1556-6048,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,720",9.809,Q1,1.89,5.88%
NEURAL NETWORKS,NEURAL NETWORKS,0893-6080,1879-2782,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","23,717",9.657,Q1,1.87,10.17%
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,1573-7462,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7,204",9.588,Q1,1.44,7.66%
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,1558-2191,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","20,454",9.235,Q1,1.8,2.72%
Transactions of the Association for Computational Linguistics,T ASSOC COMPUT LING,N/A,2307-387X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,530",9.194,Q1,5.67,93.09%
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,0149-7634,1873-7528,BEHAVIORAL SCIENCES - SCIE,"40,813",9.052,Q1,1.29,18.88%
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,EUR J INFORM SYST,0960-085X,1476-9344,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,259",9.011,Q1,1.99,22.82%
INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,0884-8173,1098-111X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7,799",8.993,Q1,1.87,2.97%
Journal of King Saud University-Computer and Information Sciences,J KING SAUD UNIV-COM,1319-1578,2213-1248,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,994",8.839,Q1,1.5,99.32%
Computer Science Review,COMPUT SCI REV,1574-0137,1876-7745,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,170",8.757,Q1,1.12,6.17%
EXPERT SYSTEMS WITH APPLICATIONS,EXPERT SYST APPL,0957-4174,1873-6793,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","64,974",8.665,Q1,1.83,3.35%
PATTERN RECOGNITION,PATTERN RECOGN,0031-3203,1873-5142,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","37,828",8.518,Q1,1.92,3.47%
MIS QUARTERLY,MIS QUART,0276-7783,N/A,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","29,352",8.513,Q1,1.84,0%
Journal of Cheminformatics,J CHEMINFORMATICS,1758-2946,1758-2946,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,357",8.489,Q1,1.52,100%
APPLIED SOFT COMPUTING,APPL SOFT COMPUT,1568-4946,1872-9681,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","41,240",8.263,Q1,1.58,2.97%
INFORMATION SCIENCES,INFORM SCIENCES,0020-0255,1872-6291,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","51,960",8.233,Q1,2.28,2.64%
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,1520-9210,1941-0077,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","13,011",8.182,Q1,2.23,1.77%
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,ARCH COMPUT METHOD E,1134-3060,1886-1784,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4,872",8.171,Q1,1.04,8.90%
KNOWLEDGE-BASED SYSTEMS,KNOWL-BASED SYST,0950-7051,1872-7409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","28,857",8.139,Q1,1.58,2.68%
ENGINEERING WITH COMPUTERS,ENG COMPUT-GERMANY,0177-0667,1435-5663,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8,386",8.083,Q1,2.25,1.90%
JOURNAL OF BIOMEDICAL INFORMATICS,J BIOMED INFORM,1532-0464,1532-0480,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","15,228",8,Q1,1.23,7.26%
CAAI Transactions on Intelligence Technology,CAAI T INTELL TECHNO,2468-6557,2468-2322,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",812,7.985,Q1,1.29,92.54%
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,J AM MED INFORM ASSN,1067-5027,1527-974X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","15,055",7.942,Q1,1.82,29.13%
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,1873-5320,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,428",7.862,Q1,1.8,5.54%
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,0952-1976,1873-6769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","13,571",7.802,Q1,1.87,4.08%
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,0891-2017,1530-9312,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,694",7.778,Q1,2.46,100%
Computers and Concrete,COMPUT CONCRETE,1598-8198,1598-818X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,887",7.628,Q1,1.56,0%
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,J MANAGE INFORM SYST,0742-1222,1557-928X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,774",7.582,Q1,2.11,10%
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,1095-8592,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","10,623",7.574,Q1,1.58,4.44%
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,WIRES DATA MIN KNOWL,1942-4787,1942-4795,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,821",7.558,Q1,0.87,8.33%
INFORMATION PROCESSING & MANAGEMENT,INFORM PROCESS MANAG,0306-4573,1873-5371,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,549",7.466,Q1,2.16,6.34%
Journal of Organizational and End User Computing,J ORGAN END USER COM,1546-2234,1546-5012,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,003",7.4,Q1,1.77,60.18%
Advanced Intelligent Systems,ADV INTELL SYST-GER,N/A,2640-4567,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,841",7.298,Q1,1.2,93.49%
Science China-Information Sciences,SCI CHINA INFORM SCI,1674-733X,1869-1919,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,794",7.275,Q1,1.08,0.78%
COMPUTERS & INDUSTRIAL ENGINEERING,COMPUT IND ENG,0360-8352,1879-0550,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","27,459",7.18,Q1,1.26,2.02%
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,0956-5515,1572-8145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7,649",7.136,Q1,1.48,9.87%
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,COMPUT METH PROG BIO,0169-2607,1872-7565,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","16,120",7.027,Q1,1.63,8.44%
IEEE Journal of Biomedical and Health Informatics,IEEE J BIOMED HEALTH,2168-2194,2168-2208,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","11,304",7.021,Q1,1.69,6.79%
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIF INTELL MED,0933-3657,1873-2860,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,314",7.011,Q1,1.26,11.24%
Journal of Statistical Software,J STAT SOFTW,1548-7660,1548-7660,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","44,604",6.992,Q1,1.95,96.24%
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,0167-9236,1873-5797,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","15,272",6.969,Q1,1.39,8.15%
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1941-0018,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,678",6.791,Q1,2.23,3.15%
COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUT ELECTRON AGR,0168-1699,1872-7107,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","23,960",6.757,Q1,1.81,8.43%
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,1541-1672,1941-1294,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,316",6.744,Q1,1.13,1.32%
Complex & Intelligent Systems,COMPLEX INTELL SYST,2199-4536,2198-6053,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,941",6.7,Q1,1.16,99.41%
COMPUTERS IN BIOLOGY AND MEDICINE,COMPUT BIOL MED,0010-4825,1879-0534,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","14,531",6.698,Q1,1.46,10.97%
IEEE Transactions on Emerging Topics in Computing,IEEE T EMERG TOP COM,2168-6750,2168-6750,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,617",6.595,Q1,2.06,2.68%
Human-centric Computing and Information Sciences,HUM-CENT COMPUT INFO,N/A,2192-1962,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,256",6.558,Q1,1.62,66.90%
Internet Research,INTERNET RES,1066-2243,1066-2243,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,332",6.353,Q1,1.45,4.79%
International Journal of Neural Systems,INT J NEURAL SYST,0129-0657,1793-6462,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,891",6.325,Q1,1.14,9.33%
Journal of Computational Design and Engineering,J COMPUT DES ENG,N/A,2288-5048,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,640",6.167,Q1,1.62,96.05%
Journal of Chemical Information and Modeling,J CHEM INF MODEL,1549-9596,1549-960X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","30,162",6.162,Q1,1.38,12.84%
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,1069-2509,1875-8835,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",891,6.137,Q1,1.35,2.67%
IEEE TRANSACTIONS ON MOBILE COMPUTING,IEEE T MOBILE COMPUT,1536-1233,1558-0660,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","9,932",6.075,Q1,1.67,5.38%
Machine Learning-Science and Technology,MACH LEARN-SCI TECHN,N/A,2632-2153,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",791,6.013,Q1,1.02,100%
JOURNAL OF COMPUTING IN CIVIL ENGINEERING,J COMPUT CIVIL ENG,0887-3801,1943-5487,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5,456",5.802,Q2,1.25,0.54%
NEUROCOMPUTING,NEUROCOMPUTING,0925-2312,1872-8286,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","54,651",5.779,Q2,1.12,2.35%
Internet of Things,INTERNET THINGS-NETH,2543-1536,2542-6605,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,488",5.711,Q1,1.23,7.94%
IEEE Transactions on Cloud Computing,IEEE T CLOUD COMPUT,2168-7161,2168-7161,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,065",5.697,Q1,1.92,4.85%
Business & Information Systems Engineering,BUS INFORM SYST ENG+,2363-7005,1867-0202,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,687",5.675,Q1,0.81,50.44%
Electronic Commerce Research and Applications,ELECTRON COMMER R A,1567-4223,1873-7846,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4,943",5.622,Q1,1.25,3.56%
Computer Networks,COMPUT NETW,1389-1286,1872-7069,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","12,897",5.493,Q1,1.29,5.97%
ENVIRONMENTAL MODELLING & SOFTWARE,ENVIRON MODELL SOFTW,1364-8152,1873-6726,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","19,057",5.471,Q2,1.04,21.70%
MACHINE LEARNING,MACH LEARN,0885-6125,1573-0565,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","30,019",5.414,Q2,0.83,37.50%
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MIN KNOWL DISC,1384-5810,1573-756X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,039",5.406,Q1,0.87,34.47%
COMPUTERS & STRUCTURES,COMPUT STRUCT,0045-7949,1879-2243,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","18,904",5.372,Q2,1.21,4.90%
Journal of the Association for Information Systems,J ASSOC INF SYST,1536-9323,1558-3457,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,419",5.346,Q1,1.19,0%
MINDS AND MACHINES,MIND MACH,0924-6495,1572-8641,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,180",5.339,Q2,0.81,50.60%
EVOLUTION AND HUMAN BEHAVIOR,EVOL HUM BEHAV,1090-5138,1879-0607,BEHAVIORAL SCIENCES - SCIE,"6,142",5.327,Q1,1.49,14.20%
IEEE Wireless Communications Letters,IEEE WIREL COMMUN LE,2162-2337,2162-2345,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","9,546",5.281,Q1,1.56,2.51%
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,1568-4539,1573-2908,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,393",5.274,Q2,1.05,1.16%
INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,1387-3326,1572-9419,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,156",5.261,Q1,1.55,22.78%
COMPUTERS AND GEOTECHNICS,COMPUT GEOTECH,0266-352X,1873-7633,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","17,097",5.218,Q2,1.36,3.50%
JOURNAL OF MACHINE LEARNING RESEARCH,J MACH LEARN RES,1532-4435,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","47,705",5.177,Q2,0.92,0%
COMPUTERS & GEOSCIENCES,COMPUT GEOSCI-UK,0098-3004,1873-7803,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","15,723",5.168,Q2,1.01,9.26%
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,0305-0548,1873-765X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","18,486",5.159,Q2,0.99,6.12%
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,INT J GEOGR INF SCI,1365-8816,1362-3087,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,741",5.152,Q1,1.37,11.94%
JOURNAL OF INFORMATION TECHNOLOGY,J INF TECHNOL-UK,0268-3962,1466-4437,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,497",5.15,Q1,1.5,24.62%
COMPUTERS & SECURITY,COMPUT SECUR,0167-4048,1872-6208,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,076",5.105,Q2,1.39,7.06%
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,1433-3058,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","23,402",5.102,Q2,1.07,6.25%
COMPUTER COMMUNICATIONS,COMPUT COMMUN,0140-3664,1873-703X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,637",5.047,Q2,1.26,2.52%
APPLIED INTELLIGENCE,APPL INTELL,0924-669X,1573-7497,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8,493",5.019,Q2,0.93,5.08%
APPETITE,APPETITE,0195-6663,1095-8304,BEHAVIORAL SCIENCES - SCIE,"29,122",5.016,Q1,1.19,13.36%
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,2379-8858,2379-8904,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,666",5.009,Q2,1.09,3.89%
CHEMICAL SENSES,CHEM SENSES,0379-864X,1464-3553,BEHAVIORAL SCIENCES - SCIE,"6,598",4.985,Q1,1.05,15.27%
Journal of Information Security and Applications,J INF SECUR APPL,2214-2126,2214-2134,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,579",4.96,Q2,1.27,5.16%
International Journal of Interactive Multimedia and Artificial Intelligence,INT J INTERACT MULTI,1989-1660,1989-1660,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,128",4.936,Q2,0.9,100%
Sustainable Computing-Informatics & Systems,SUSTAIN COMPUT-INFOR,2210-5379,2210-5387,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,431",4.923,Q2,1.13,1.47%
IEEE Transactions on Sustainable Computing,IEEE T SUST COMPUT,2377-3782,2377-3782,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",845,4.908,Q2,1.3,0.76%
Cognitive Computation,COGN COMPUT,1866-9956,1866-9964,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,904",4.89,Q2,1.02,14.12%
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,1077-3142,1090-235X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,562",4.886,Q2,1.05,7.80%
IEEE Transactions on Emerging Topics in Computational Intelligence,IEEE T EM TOP COMP I,2471-285X,2471-285X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,266",4.851,Q2,1.13,0.82%
Ad Hoc Networks,AD HOC NETW,1570-8705,1570-8713,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,745",4.816,Q2,1.27,3.06%
INDUSTRIAL MANAGEMENT & DATA SYSTEMS,IND MANAGE DATA SYST,0263-5577,1758-5783,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,415",4.803,Q2,0.84,1.12%
IEEE Systems Journal,IEEE SYST J,1932-8184,1937-9234,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","11,698",4.802,Q2,1.22,1.79%
EVOLUTIONARY COMPUTATION,EVOL COMPUT,1063-6560,1530-9304,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,763",4.766,Q2,1.07,0%
IEEE Transactions on Network and Service Management,IEEE T NETW SERV MAN,1932-4537,1932-4537,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,860",4.758,Q2,1.26,2.44%
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,0167-8655,1872-7344,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","18,442",4.757,Q2,0.92,3.16%
ICT Express,ICT EXPRESS,2405-9595,2405-9595,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,131",4.754,Q2,1.12,99.53%
IEEE Transactions on Computational Social Systems,IEEE T COMPUT SOC SY,2329-924X,2329-924X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,970",4.747,Q2,0.97,2.86%
